Nodes,Dimension,Size,Time
Nodes,Dimension,Size,Time
512,3,42.90031767187234,0.12426519393920898
1024,3,68.84674161045896,0.49932408332824707
1024,3,68.47892547229438,0.49112892150878906
1024,3,68.82995113923624,0.4924628734588623
1024,3,67.40050638099066,0.4967961311340332
1024,3,68.05797209177499,0.5066368579864502
4,4,1.6692521266688969,2.09808349609375e-05
4,4,1.959643928361864,4.38690185546875e-05
4,4,1.8122455685208958,2.002716064453125e-05
4,4,2.45356834511089,2.7894973754882812e-05
4,4,1.8982116149468475,1.6927719116210938e-05
8,4,3.7757398926289607,4.506111145019531e-05
8,4,3.0798678346722492,4.506111145019531e-05
8,4,3.029705071360624,4.506111145019531e-05
8,4,4.0906308647688245,4.291534423828125e-05
8,4,3.2741956355135535,4.410743713378906e-05
16,4,5.299247851275979,0.00016999244689941406
16,4,5.424712742274953,0.00018405914306640625
16,4,5.8458130588481,0.00017690658569335938
16,4,5.31785997735679,0.00017714500427246094
16,4,6.15872785887935,0.00017499923706054688
32,4,10.217256154828435,0.0005052089691162109
32,4,10.404879846201004,0.0004980564117431641
32,4,10.281009426675501,0.0005140304565429688
32,4,10.05690769308605,0.0005090236663818359
32,4,11.628123306963714,0.0006279945373535156
64,4,16.982934391469428,0.001708984375
64,4,17.211993241178707,0.0017108917236328125
64,4,16.893359780966264,0.002552032470703125
64,4,17.87635582415409,0.0017549991607666016
64,4,16.6003258287349,0.0017380714416503906
128,4,28.685834067387113,0.010570049285888672
128,4,29.920594505108586,0.006624937057495117
128,4,28.91504238135773,0.0068361759185791016
128,4,29.037287556531854,0.006704092025756836
128,4,28.96834900326614,0.007982969284057617
256,4,47.06049275036499,0.04410195350646973
256,4,46.70137603421,0.03158903121948242
256,4,47.3677021178212,0.025953054428100586
256,4,47.24128040305725,0.02564406394958496
256,4,47.635922989229336,0.02670907974243164
512,4,78.49456091523064,0.12557697296142578
512,4,78.33458504857308,0.12481689453125
512,4,77.29345468459522,0.12566804885864258
512,4,79.01970367350489,0.12514185905456543
512,4,79.54800677102918,0.12809205055236816
1024,4,131.53392701952558,0.5003831386566162
1024,4,130.09492938968123,0.5029799938201904
1024,4,131.314263320294,0.48981785774230957
1024,4,129.09424439340205,0.48470211029052734
1024,4,130.75198076831552,0.5034220218658447
2048,0,1.1406799744428602,2.4077811241149902
2048,0,1.2398499418763183,2.629410982131958
2048,0,1.2461530323695547,2.4514479637145996
2048,0,1.2319692915431528,2.5076558589935303
2048,0,1.1715339085120275,2.4771010875701904
2048,0,1.218619883973221,2.5077528953552246
2048,0,1.152158322976561,2.530845880508423
2048,0,1.201837898114343,2.4613561630249023
4096,0,1.2056382038307727,12.225012063980103
4096,0,1.222334106962719,15.189367055892944
4096,0,1.1996692918064422,15.946889877319336
4096,0,1.2195970666388054,11.946125984191895
4096,0,1.2258155379829607,12.239031791687012
8192,0,1.1922093513048628,58.43601989746094
8192,0,1.195096640042085,70.46495699882507
8192,0,1.1968795343878584,65.1511800289154
8192,0,1.1984051691246225,66.16738390922546
8192,0,1.1766336528946262,63.561665058135986
16384,0,1.2094658532025977,386.7911479473114
